EEXOOXEEE,-0.786867
OOXXEOEEX,-0.185379
OXXOEXOEE,1
EXEEOEXOE,0.388887
XOXOEOOXX,-1
XEXOOXXOO,-1
OXOXOEEXE,0.305978
OXOEEEXOX,0.64
OEXEEEOEX,-1
EEEOEOXEX,-0.1216
XOEXEEEOE,-0.96
OEXEEEEEE,0.165073
OXEOEOEXX,-1
OXEOEXEEE,0.3191
XEEXOXEOO,0.06272
OXXEOEOEX,-0.672
OOXOEXXEE,-1
OOXOXEEEX,-1
XOEEEEXEO,-0.640051
XEOOOXEEX,0.716744
XOOXEXEOE,-1
XEOOXEXEO,0.716545
EOXEEEEEE,0.129594
OXXEXOOEE,-1
OEEOOXXEX,-0.96
OXXEOOXOX,0.8
EEXOEEEEE,0.113625
XOOOEXXEE,0.116476
EEOEEEEEX,0.252484
XOEEEOXOX,-1
OXEEEEXOE,0.503737
OEOXEOEXX,-0.6976
EEEEOXEXO,0.62909
EOXXOOOXX,0.8
EOOOXXXEE,0.479198
EEXEEEEOE,0.112578
EEXOXEEOE,-0.88192
OOXXEEEEE,0.0623378
OXXXOEOEE,0.752096
OOEOXEEXX,-0.352
OEEXOXXOE,0.799318
EEXEOEEEE,0.607089
XXEEEOOEE,-0.526695
EXOOXEOEX,-1
XOXEEEXOO,-1
XOEEOXXOE,1
EEOEXOXOX,-1
XOEXOXOEE,0.799762
XEEEEOXEO,-1
OXOXEEEXO,-1
OOXXEEOEX,-1
OEEEOEXEX,0.0934087
EEXEEEOEE,-0.0613611
OEXXOXXOO,1
OOEXXOEXE,0.729698
EEXEEEEEO,0.120098
EEOEEEXEE,0.0830529
XOXOXEEOE,-1
OEXXEOEOX,0.64
EEXEEOEEE,0.0698342
EOXEXXOOE,-1
OXOXEEEOX,0.35194
OXEEEOXEE,-0.320416
OOXXXOEXO,-1
OOXOXXOXE,1
OXXOEEEEE,0.600324
OXOXOEEEX,0.472251
OEXOEEEXE,0.200535
OOEXEEXOX,0.504938
XEEOEEOEX,-0.688779
OEEOEEXXE,-0.708348
OXXEOEEEE,0.791766
OXEXXOEOE,0.638895
OXXEEOEEE,0.519251
OXXEEEOEE,0.46561
OEXEEEEOX,-0.712019
XXEOOEOEX,-0.64
EXXEEOOEE,-0.591946
XOEOXXEEO,0.637875
EEOOEXXOX,0.639667
XEEOOEEXE,0.754783
OXXEEEEOE,0.443333
EOEEOXXOX,1
XEXOOEEOX,-1
EEXEOEEOX,-0.64
OXXOOXEXO,1
XOOXOXOXE,1
EOOEXEEXE,0.714968
OXEOOXEXE,0.8
OXXEEEOOX,-0.64
OEEOXXEXO,-0.126482
OXXOXXEOO,-1
OXXEEEEEO,-0.323689
OXOEOXEXE,0.799978
OXEEEEOEX,0.214041
OOXEEXEXO,0.243389
OOXXXOOXE,0.8
XXOOEOEEX,-1
OXOOEEXXE,-1
OXXOOEEEX,-1
EOEXXOXOE,-1
OOXEEEXOX,-1
EEEOEOXXE,-0.471534
OXXOEOEEX,0.5952
EOXOEEEXE,0.0784797
OXEOEEXEE,0.04302
EOXOEEXXO,-0.672
EOOXEXXOE,-1
OEXEEXEOE,-1
OXXOEEOEX,1
XOXOEEOEX,-1
OEEEEXOEX,-0.19328
OXOEOXOXX,1
XEOOXEXOE,-1
OXOOOXXEX,-1
XOEOOXXOX,1
XOOEEEXOX,-0.64
XXOEEOEEE,0.527919
EEXEOXEEO,0.785766
EXEOOXXEO,0.724152
OXEOOEXEX,-0.96
XXOOEXEOE,0.61963
EXEOEXOXO,-0.557517
EEXEEOXEO,-0.262185
OXXOEEEOX,-0.478464
OEXEEOOXX,0.725084
EXXOEEOEE,-1
XEOEEEEXO,0.397167
EXXEOEOEE,-0.409119
EOXEEXOEE,-1
XOXEOXEOE,1
EXXEEEOOE,-0.482302
OOXEXEOEX,-1
EEOOXEXEE,-0.211823
OOOXEXXOX,1
EEOOEXEXE,0.435981
XEOEOOXEX,-1
EXOXOOOXX,1
OEOXXOXEE,0.770682
XEOXEEOXO,0.674057
EXXEEEOEO,-0.352
OXXEEOOEX,0.72927
XOXEXOOXO,0.8
EOEXEOXEE,-0.928
XEOOOXXXO,0.8
XOOEEXEXO,0.156845
XEEXOOOEX,0.772213
EOEOEXXEE,0.0574136
XXEEEOOOX,-1
XEXOOXEOE,-1
EXEEEEOEE,0.254467
EXEXEOXOO,-0.608
EEEEEOXEE,0.175268
EOEXXEXOO,-1
OOXEEEEEX,-0.96
XEEXOXOEO,0.798717
XXEEEOEOE,-1
XXEXOOOXO,-1
XEOEEEXOE,-1
EEXOOXXEO,0.636688
EEEXEEXOO,-1
OXXOXOEOX,-1
OEXOEEEEX,-0.352
OEXXOOOXX,0.8
EXOOXXEEO,-0.672
OXEEEEXEO,0.297423
OOOEXEXXE,1
EEXXEOOEE,0.516952
OEXEOEEEX,-0.96
EOEOXXXOE,-0.928
XOOEOXEEX,0.715298
OOXXEEXOE,-1
XEOEEOOXX,-1
OEXEEOEEX,0.193889
EXEEOEOEX,0.208502
OOXXOEEEX,-0.96
OEXXEEEEO,0.0408457
EOOXXEOXE,-0.608
EOEXEEOXE,0.211972
XEXEEOEEO,-1
OEEOXEEEX,0.201101
OOXXEEEOX,-0.96
OEOEXEXEE,0.661339
XOOEEXXEO,-0.672
XEEEOOXOX,-1
OOXXOOEXX,-1
OEOXEEEXE,0.699029
EXOEOOXEX,-0.706048
OEOXOEEXX,-0.352
EXOOOXXOX,0.8
XOEOXEEXO,0.34332
XOOEOEXXE,-1
EEEEEEXEO,0.181493
XXOXXOOOE,-1
EEEEXXEOO,-0.64
XOOEOXEXE,0.301953
XOOOXEEXE,-1
EEXEOEXOE,0.779012
OOXXOEOXX,-1
OEEEEEXEE,0.360364
EOXEEEEOX,-1
XEEOXEEOE,-0.398727
EOEEEEXEE,0.120877
EEEOEEXEE,0.172453
EEEEOEXEE,0.610522
OXOOEXXOX,0.8
EEEEEEXOE,-0.0136958
OEOEEEXXE,-0.297779
XOXOXOEXO,-1
OEXXEOEEE,0.0897123
OXOEEEXEE,0.067317
EXEOEEEEE,0.330885
XOEOXXOEE,-1
EOOEEXEXE,0.403742
EEXEEOXOE,-0.402653
OEXOXEEEE,-1
OXEEOEXEE,0.630476
EXEEXOEOE,0.29303
EEOEEXEEE,0.567559
XOXXEEEOO,-0.1216
OXOEOEXXE,-0.10112
OOOXEXEXE,1
OXOEEOXXE,-1
OXOEXOXOX,0.8
EEOXEXEOE,0.0147406
XOXEEXEOO,0.636117
OEXXXOOEE,0.626902
EEEEOEEEX,0.610057
OXOEEEXXO,-1
XXEOEOEEE,-0.350003
OXXXEOOXO,-1
OEXOXOEEX,-0.352
XEOOXXEOE,-1
XOOXOEEXE,-1
EOEEXOEXE,-0.198417
OOEEXXXEO,-0.608
XXEEOOEEE,-1
OEOOXXEXE,-1
OXXEOEXEO,1
XXEEOEXOO,-1
XXEEEOEEO,0.133394
OEEEXEOEX,0.782933
XOEXOEOXE,0.771637
XXOXOOEEE,-1
XXOXEOOEE,0.698158
XXOOOEXXO,0.8
XEEEXOEOE,-0.815565
EEEOEXOEX,-0.64
OEXXXOEEO,-1
XXOXEOEOE,-0.64
OXEEOXEOX,0.102605
XOEEOXXEO,-0.64
XXOOXXOEO,-1
XXOXEOEEO,1
XEEEEOEEE,0.230127
XOEEEXXOO,-0.672
XOXEEOEOX,-0.64
OOEXEEEXE,0.741346
XEEOOXOEX,-1
OEEEXEEEE,0.107074
OXEEEXOOX,-1
OEXEEEEXO,0.357738
XEEEXOEEO,0.49784
XOOOEXEEX,-1
EOEEXEEEE,0.167373
OXOXOEOXX,1
XOXEOOEXE,0.704881
EEEOXXXOO,-1
XEEEXEOEO,0.770939
XXOOOEEXE,0.8
EEOEXEEEE,0.136273
EOXXXEOOE,-1
EEEOXEEEE,0.148774
OXXEEXEOO,0.799794
EEEEXOEEE,0.141347
EEEEXEOEE,0.568457
OEXOXXOXO,1
XXEOXEOEO,-1
EXEOEOXEE,0.0249492
EXOEEOEEX,0.0537318
EOEEEOEXX,-0.716475
EEEEXEEOE,0.0577706
EXEXEOOOX,0.16067
EXEEOEEOX,0.356996
XOOEXXOEE,-1
XEXOEEOXO,-0.672
OEXEXOEEE,-0.189377
EEEEXEEEO,-0.147678
OOEEXEXEE,-1
EEOEOXEXE,0.749169
OEEXEEXEO,0.410612
XOXOXOEEE,-1
OXXEOXOEE,-1
EOEXEOXXO,-0.96
OEEOXEXEE,-0.383707
EEOXEOXXO,1
EEEEOOXXE,-0.64
OXXEEXOEO,0.8
XOOOXEXXO,0.8
OEEEXOXEE,-1
EOXXOXOXO,0.8
EEEXEEOOX,-0.128036
OEOXXEEOX,-0.19968
OEEOXOXXE,-1
OEEEXEXOE,-0.852429
OEEEOXEXE,0.354755
OEEEXEXEO,-1
OOOEXEXEX,1
OXOEEXOXE,-1
OOEOXEXEX,-1
XOOXEXOXO,-1
XEEEOOXEE,-1
EOEEXOXOX,-1
XEXEOEOOX,-1
EEOEOEXEX,-0.632597
OOEXEEXEE,0.472251
OOEEXOXEX,-1
OEOOXXXOX,0.8
OOEEXEXOX,-1
XOOEEEXEE,-1
EOEEXXOOX,-1
EXOEEXEOE,0.483668
EOEXEOEEX,-0.365973
XOXEEEEOE,0.262627
EXEEOEOXE,0.660918
EOOXEEXEE,-0.64
XOEOEEXEE,-0.0745647
EOOXXEEXO,0.06272
XOEEXOXOE,-1
XEXOEOEOX,-0.64
OXEXXEOEO,-1
OXEEXEEEO,-0.845056
EOEXEXEEO,-0.372707
XOEEOEXEE,-0.3264
OEOEXEXOX,0.782494
XOEEEOXEE,-0.96
OOOXEEXXE,1
EEOEXXEEO,-0.659048
EXEEEOOXE,-0.684654
XOEEEEXOE,-1
EEOEXOEEX,-0.96
EXEOEEXOE,-0.0893079
XOEOEXEEE,0.145007
XEOEOOEXX,-1
OXEXEOEOX,0.64
XOOEOXXEE,-0.672
XOOEEXXOE,-1
XEOEEEXEO,-1
OXOEXEXOE,0.425007
OEEEEEEEX,0.243052
EOEEXEXOE,-0.85632
EOOXXOOXX,-1
OOXXEXEEO,-1
XOEXEEOEE,-0.0934388
EEXEXOOEE,-0.232989
XOOOOXXEX,-1
EXOXOXXOO,-1
XXOOEXXOO,0.8
EOXXOXXOO,1
OEXOXEOEX,1
OOXEXEEXO,-0.96
XOOOEXXOX,-1
OXOEEEEEX,0.366561
OOOEXXEXE,1
EOXOEEEEX,-0.63262
EXOEEEOXE,-0.312319
EOOEEEEXX,-1
EOXOEEOXX,-1
EOXEOEEEX,-0.352
EOXEEOEEX,-0.150653
EEXOXEOEE,0.381483
EEXEEEOXO,-0.122246
XXEOXXOOO,1
EOXEEEEXO,0.548513
EOXEEEOEX,-1
XOXOOEEEX,-1
OEOXOXEEX,0.798515
EEXXEEOEO,0.773701
OXEXXEEOO,-1
XXOOXOXOE,-1
XOXOEOEEX,-1
XEOEXXEOO,-0.4096
XOXXOXOOE,1
XOEEEOEXE,-0.00994006
OOXXEOXXO,-1
XOXOEEEOX,-1
XOXOOOXEX,1
OXEEEOEEX,0.117122
XXOEEXEOO,0.543788
XEEXOEOEE,0.719064
EEXOEEEXO,0.0172388
XOXOOEXOX,1
EEEEEEEXO,0.285435
EXOOEEXOX,0.63913
XXOOEOOXX,-1
EXXXOOEOE,0.180534
OEEXEEEEE,0.40977
XOEOEXXEO,0.455659
OEEXXEEEO,-0.666628
OXXOEXEOE,-0.478464
OOOXXOXXE,1
OXXEXEOOE,0.779519
XEXEXOOOE,-1
OXXOXOOEX,1
XEOXOXOXO,1
EOEEEOXEX,-0.675054
EOEXEEEEE,0.358599
XEEEXXOOO,1
EEOXEEEEE,0.199461
OXEXEXOOE,-0.327039
XXEOXOEEO,-1
EEEXOEEEE,0.216103
XXOEOXEEO,0.780648
EEEEOXEEE,0.341295
EXOOEXEOX,0.639883
EXXOEEXOO,-1
EEXOXEOOX,-1
EEEXEOEEE,0.408604
EEEXEEOEE,0.549058
OEOXXOEXE,0.328141
EEXEEXOEO,0.789846
EOXEXOOXE,0.454716
EEEXEEEOE,0.335711
OEEXEEOEX,0.413749
OXEOEXOXE,1
EEEXEEEEO,0.431219
EOXEEOOXX,0.52203
XEXXEEOOO,1
OEOXEEXEE,0.624689
OEXEXEEOE,-0.353296
OOXXOXOXE,-1
OEEXOEXEE,0.77212
XEEOOEXEE,0.733989
EEOXOEOXX,1
EEEOXEEOX,-1
OEEXEOXEE,0.47158
XOEOEEEEX,-0.807518
OEEXEEXOE,0.383738
EOEXEXOEE,-0.547412
OXXOXXOEO,1
OEOEOXXEX,0.171469
XEEEOEEEE,0.606655
EEXEOXOEE,-0.501886
EXOXEOOXE,-0.1216
EEOEEXEXO,0.249129
EOEOEXXOX,-0.9024
OOEXOEXXE,-0.64
OOEXEOXXE,-0.96
XXOOOXOXE,1
EOEEOXEXE,0.375249
EEOOEXEEX,0.570359
OOEXEEXXO,0.799947
OOXEEEEXE,0.0277577
OEXXOXEOE,-1
OXXEEOXEO,-0.352
EXEEEXEOO,0.328865
EOXEOEEXE,-0.0107186
EOXEEOEXE,0.1054
XXOEOEEXO,0.8
EEOOXXXOE,0.639365
EXEEXXOOO,1
EEOEXXOEE,-0.725885
EOXEEXEOE,-0.471972
EOXEEEOXE,0.18056
OOXXOEEXE,-0.00912951
OOXXEOEXE,-0.16558
OXEOOXXEE,-0.054189
EXOOXXOEE,-1
OOXXEEOXE,-0.114306
EXEXOOOXE,0.735605
OOXXEEEXO,0.390702
OOXEXEOXE,0.725573
XEEOOEXXO,0.713547
OOXXOXEXO,1
XEOEXEOXO,-1
EXEOXEXOO,-1
OXOXXEOEE,-0.96
EOOEEEXXE,-0.16768
XOEEEXOOX,-1
EEEEEEEOX,0.121411
EEOXOEXOX,-0.672
EXOOEEXEE,-0.283746
OEXXOEEEE,0.52179
OEOEXEEXE,0.00537604
EXEOOEXEE,0.0695121
EXEOEEXEO,0.174049
OOEEXEEEX,0.321428
EXEOEEOXE,-0.64
EOEOXXEEE,0.0259644
OXOOEXXEE,0.201544
EEXOEOOXX,0.644017
OXEOEXXOE,0.199605
OXEOEXXEO,-0.03968
OOEEXEEXE,0.685845
EEEXOEEOX,0.792894
OXOOOXXXE,-1
OEEEOXXXO,1
EEEOXEXOE,-1
XOEEEXEEO,0.0483841
OXOOEXXXO,-1
OEXXEXOOE,-1
XEOXEXEOO,-1
EEEXXOEOE,-0.20068
OOXEXEEEE,-0.341533
EXOXEOXOE,0.139469
OOEEXEXXO,-0.64
OEXEXEOEE,0.46667
XOEEXOEXO,0.648102
EEEEXOEOX,-0.318655
OEXEXEEEO,-1
EEEOEXEEE,0.241147
XOOEOXXXO,-1
XEXOEEXOO,-1
OOXEXOEEX,-0.4096
OXXOXEEEO,-1
OOXEEOXXE,-0.96
XEOXOXEOE,-1
OOXEXEEOX,-1
EEXOOEEXE,0.428134
EXOOEOEXX,-1
EEOEOXEEX,0.737175
EEXOEOEXE,0.267713
XXOOOEOXX,1
EOOEXOXXE,-0.64
EEXEXOEOE,-0.502663
EEXOEEOXE,0.404566
OEXOEEXEE,-0.865536
XOEXOOEXE,-1
OOXOEEEXX,-1
OEXOOEEXX,-1
EXOEXEOOX,-1
EXOOXOEEX,-1
OEXEOXXOE,-0.64
XEOXOXEEO,-0.352
XOEXEOEXO,-1
EEOOXXEEE,0.581198
XEOEOEXEE,-0.494874
XEOOEXEOX,-1
XOEXOXOXO,0.8
OEXOEOEXX,-0.352
OOXXOOXEX,-1
EOOEXEEEX,-0.352
EOOEEXEEX,0.501281
OXOOXEXEE,-0.0317439
XEOEOEXXO,-0.64
OEXOEEOXX,1
OEEOXEEXE,0.184077
OEEEEXEEE,0.263413
EEEEOEEXE,0.590578
XOXXEEOOE,0.504337
XOEEEEEXO,0.194604
XXEEEEOOE,-1
EOEEEXEEE,0.233477
EEEEEXOEE,0.333572
XEEOEOXEE,0.178614
EEXEOOEEX,0.750936
EXEEEEOOX,-0.315583
XEXEEOOXO,-1
EEEEEXEOE,0.272406
EOOEXEOXX,-1
OOEXXOXEE,-1
XOOXXEOEE,-1
EOEXXOOEX,-1
EXXEXEOOO,1
EEEEEXEEO,0.240108
EXXOOXEEO,-1
XEEEOEXOE,-1
EEXEEOOXE,0.378999
EOOEXXOXE,-0.608
XEEOEOEEX,-0.6464
EEOOEEXXE,-0.684125
XEEEOEXEO,-0.216225
XXOOXXEOO,0.8
XOEOOXXEE,0.480096
OOXEEEOXX,-1
OOEOXXEEX,-0.64
OEEXEOXXO,0.79333
EOEEEEEEX,0.078058
XOEOOXOXX,-1
XXOXOOOXE,1
EEEOXOEXE,-0.681184
EEEOEEEEX,-0.095257
EEEEEOEEX,0.105869
OXOEXXOOX,-1
EEEEEEOEX,0.174606
OEEXXEOXO,-1
OXXEOXEOE,-1
EXEOEXEEO,0.229134
OEXOXEEOX,-1
XXOOXEEOE,-1
OOEXOXXEE,0.8
XOOXEOEXE,-1
XOEEEEEEE,0.114764
XOEOEEEXE,0.212634
XEOEEEEEE,0.157524
XEEOEEEEE,0.238987
OEXOXEOXE,1
OOOEXXEEX,1
XEEEEEOEE,0.201869
EOEEOXXEE,0.259538
OEEXOXEEE,0.491087
XEEEEEEOE,0.0608406
OOEXXOOXX,0.8
EOEXEEOEX,0.146627
OEEEXEEOX,0.208032
XEEEEEEEO,0.214943
XOOEEEEXE,-0.300149
OEXXEEOEE,0.0299162
EXOEXOXEO,1
XOEEOEEXE,0.306105
XOXOOEOXX,-1
EXEXEEEOO,0.208079
EXXOOOXEE,1
XOEEEEOXE,0.514976
OXXOOXXEO,1
EOEXOOEXX,-0.0317439
OOXXXEEEO,-1
OOOXXOEXX,1
XOOEXOEXE,-1
OEOOXXOXX,1
XOOEXEOXE,-0.928
XOOEXEEXO,0.755618
OEEEXOXXO,-1
XOOXXOOXE,-1
XOOOXXOXE,-1
EEEEEOEXE,0.324264
XOXOXEOEE,-1
XEOEXOEEE,-0.64
XOOOXXEXO,0.8
EEOEOEXXE,-0.520461
XEXEXEOOO,1
EEOEEOXXE,-1
XXOOOEXEE,0.749652
XEEOEOXXO,0.605739
OEOEXXEEE,0.169159
OXEXOXEEO,1
EOOEXXEEE,-1
EEXOXEEEO,-0.530229
EXEOXEEEO,-0.314936
EEOEEEXXO,0.716581
EOXOEEXEE,-0.515609
XOEOOEXEX,-1
EOXEEXEEO,0.4356
EEXOOEXEE,0.560495
EEXOEOXEE,-0.352
XEXOXOOEE,-1
EEXOEEOEX,-1
EOEEOEXEX,0.28809
XOXEOOOXX,0.8
EOEEXXEEO,-1
EEXOEEXOE,-1
EEXOEEXEO,-0.172817
OXXOEOXEE,-0.352
XEXEOOEEE,-0.64
OXXOOEXEE,0.782399
EXXOXOEEO,-1
OXXOEEXOE,-1
XEEOXXEOO,0.635592
OXXOEEXEO,-1
EEXOEOEEX,0.618444
OXEEOEXXO,1
OXXOOOXEX,1
OXXOOEXOX,-1
EXEXOOEXO,0.777693
OEEEEEEXE,-0.0632316
OXOEXOEEX,-1
OEXEXXEOO,-1
EEEXEXOEO,-0.352
XEEEEXEOO,0.0783628
EOEEEEEXE,0.350778
EXXEOEEOE,-0.860416
EXEOOEEXE,0.771446
XXOOEXEEO,0.639854
OOEXXEEOX,-0.96
XOEOOXEEX,-1
EEEXEOOXE,0.481723
OEXXXOOXO,-1
EOEOEEXEX,-0.783212
EOXOXXOXO,0.8
EEXOOXOXE,-0.64
OEOOEXEXX,-0.64
EOEOXXOXE,0.747936
EOEEOXEEX,-1
OXXXOXOEO,1
EEOEEEEXE,0.286001
OEEOEXEEX,-1
EEEOEEEXE,0.254119
XXOOOXEOX,0.8
EEXOEEEOX,-0.466429
OXXEXOOOX,0.8
OOEOEXEXX,-0.64
EOEEXEXEO,-0.822733
OOXXXOEOX,-1
EEEEEEOXE,0.25589
OXXOEOOXX,1
XEXEEOOEE,-0.805079
OEEEXOEXE,-0.186624
XXEEOEEOE,0.395947
XOXOXOOXE,-1
OEEEXEOXE,-1
OOXOEEXEX,-1
OOOOXXXEX,1
OEEEXEEXO,-1
OOXOXEEXE,-1
OOEXEXEEE,-1
OOXEXOEXE,-0.672
EOEXEOXOX,-1
OXOEXEEEE,-0.363342
OEOEXOXEX,-1
OXEOXEEEE,-0.374743
OEXOXEEXO,-1
OOEEEEXXE,-0.1216
EEEXEOXOE,-0.425067
OOEEEXEEX,-1
OXEEXOEEE,-0.485273
OOOEEXXXE,1
OXEEXEOEE,-0.1216
OEEOOXXXE,-0.64
EEOXXEEOE,-0.692648
EEEEXXOEO,-0.3776
OXEEXEEOE,0.133628
EXEOEXEOE,0.30014
OXOOXEEEX,-1
EEXOOOXXE,1
XEXOOEOEX,-1
OXEOXOXEE,-1
EOEOOXXXE,0.201695
OXOEXEOEX,-1
EOOOEXEXX,-0.88192
EXEEEEOXO,-0.724015
OXOEXEEOX,0.64
EXEEEEEOE,0.275353
EEEEOOEXX,-0.159861
OXOOXOXEX,-1
EEEOXEXEO,-0.541983
OEXOXXOEE,1
OXOOXEXOX,0.8
EOEEEXEXO,0.521176
EOEEOEEXX,-0.68916
EOXOOEEXX,-1
OXOXOXXEO,1
EEEOOXEEX,-0.682251
EOOXXEXOE,-0.352
EOXOEOEXX,-0.96
XOXOOOEXX,1
OXOXXOXEO,1
XOOOXXXEO,0.8
XXOOEOXEE,0.326935
OXEXOEEXO,1
OEOEXXEOX,0.0258561
EOEOXEXEE,-0.459904
XEXEEOEOE,-1
EEEOXOXEE,-0.723742
EXOEXEXOO,0.563152
OXEOXEXOE,-1
OXEOXEXEO,-1
OXOOXXXOE,0.8
XOOEEXEEE,-0.0462169
OEEEXXOEE,-0.1216
OEXXOOEXE,0.730846
XEEOXEOEE,-0.479807
OOXXEXXOO,-1
OXEEEEEEE,0.300766
EXOOXOXOX,-1
EXOEEEEEE,0.537862
EXEEEOXOE,0.0900615
EXEEOEEEE,0.275237
XOXXEOOEE,0.639643
XOEEOXOEX,-0.352
EEXOOEEEX,-1
EXEEEOEEE,0.287376
XOEEOEEEX,0.787102
EXOEOOEXX,-0.352
OXOXOXXOE,0.8
EEOEEXOXE,0.374435
EOXEOEOXX,-1
EXEEEEEEO,0.27452
OXEEEEOXE,-0.352
OXOXXEEOE,-0.672
XOXEXOEOE,-1
OEEOEXXEE,-0.0773839
OEOXOXXOX,0.8
OXEEOXOXE,0.8
OXEEEXOXO,-0.352
EOOXEXEEE,-1
OEEEOEEXX,-0.409433
OXEEOXXOE,0.735564
EOEXOXEEE,0.68972
EXEXEOEEO,0.692218
EOEXEXEOE,-0.64
XOXEOXEEO,0.735608
OEEOEEXEX,-1
XOXXEOEOE,-0.608
OOOXOXEXX,1
XEOEEOXXO,1
OOEXOXOXX,-1
OXXOXEOOX,1
OOXEEXEEE,-0.754852
XXOXEEEOO,-0.352
EEXXXOOEO,0.659131
EXXEOOXOE,0.173312
XEOOEEXXO,0.758276
OOEXOXEEX,-0.1216
EXEEEOXEO,0.229314
EXOEXOEEE,-0.577536
EOEXXEEOE,-0.9024
EOEEXOXXO,-0.4416
OEOEXEEEX,0.687985
OEEEXOEEX,0.243911
XEXEOEOEE,-0.96
OOXXOXEEE,-0.352
OXOEXXOEE,-1
XEXOOEXEO,-1
EOEOXEEEX,-1
XOXXOEOOX,1
XEEEOEOXE,0.613204
OOXXEXOEE,-1
XXOEOOEEX,0.706086
OOXXEXEOE,-0.64
EOOXEXOEX,-1
EOEOEXEEX,-0.944384
OEXOXXEOE,-1
OXOEOXXXO,1
EOEEEXOEX,-0.319026
XEOXXOOXO,1
OOEEXXXOE,-1
XXOEEOEXO,1
OOXOXXEEE,-0.672
OXEOEEEEX,0.138258
EOEEXXOEE,-1
OEEXOEEXE,0.569689
EOEEEXEOX,-1
OEXXEOXEO,0.422513
OXXOOOEXX,1
OOEEXXOEX,-1
XXOOOXXOE,0.8
OOEEXXEOX,-1
OOEEEXOXX,-1
EEXEOEOEX,-0.695017
OXOXEXOEE,-0.96
OEEXEOEXE,0.42268
EOEEXEOXE,0.580854
OEEXEEOXE,0.48923
EXOXXOEEO,1
XEOEEOXOX,-1
OXOXEEOXE,0.328141
OEEXEEEXO,0.349891
OOEXXOXXO,-1
OEXXXEOEO,-1
OOEEEEEXX,-0.64
EOXEOXOXE,-1
EEXEEEXOO,-1
EOEOEEEXX,-0.370666
OXEXEEOXO,-0.96
EOXEEEXEO,-0.249826
OXOOXXOEX,1
OXEOEOXEX,-0.352
EOEEEEOXX,0.587562
OEEXOEOXX,0.553676
EEEEXOEXO,-0.672
EEOOEXOXX,0.789099
OOOXEEEXX,1
EOOXEEXOX,-0.608
OEEXOXXEO,1
OOOXEXXEE,1
EOXEXEOOX,-1
OEOOXXEEX,0.8
OOEXOEEXX,-0.96
OEOXOEXEX,-1
XEOEOEOXX,1
XXEEEXOOO,1
OOEXEOEXX,-0.352
OOEXEEOXX,0.395051
XOOXEEOEX,-1
XOOXOXOEX,1
OXOEEXEEE,-0.0558817
EXEOEEEOX,0.0686633
XOOXEOOXX,-1
EOXOXEEEE,-0.710845
OXEEOXEEE,0.643517
OXOEEXEXO,-0.1216
OEOEXXOEX,-0.64
OXEEEXOEE,0.401744
